충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
평촌지하주차장,지하2층(주차구획 99번),경기도,-,00:00,24:00,Y,N,AC완속,2,0,Y,경기도 안양시 동안구 시민대로 238,경기도 안양시 동안구 관양동 1591-5,한국자동차충전서비스,1522-1782,37.3921972,126.9579826,2018-11-13
안양시청,지상 주차장,경기도,-,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,경기도 안양시 동안구 시민대로 235,경기도 안양시 동안구 관양동 1590,한국자동차환경협회,1661-9408,37.3940799,126.9569764,2018-11-13
회천4동주민센터,외부 주차장,경기도,없음,00:00,23:59,N,Y,"DC차데모, AC3상, DC콤보",,1,N,경기도 양주시 옥정로 397-7,경기도 양주시 옥정동 975-2번지,지엔텔,,37.83725348,127.0901717,2020-04-02
덕정역사 공영주차장,외부 주차장,경기도,없음,00:00,23:59,Y,N,"DC차데모, AC3상, DC콤보",2,,N,,경기도 양주시 덕정동 350-271,지엔텔,,37.84135836,127.0620924,2020-04-02
회천3동주민센터,외부 주차장,경기도,없음,00:00,23:59,N,Y,"DC차데모, AC3상, DC콤보",,1,N,경기도 양주시 회정로 143,경기도 양주시 덕정동 206-6번지,지엔텔,,37.83784447,127.0689194,2020-04-02
농협양주농수산물유통센터,외부 주차장,경기도,없음,00:00,23:59,Y,N,"DC차데모, AC3상, DC콤보",3,,N,경기도 양주시 부흥로1907번길 182,경기도 양주시 고읍동 435-18번지,한충전,,37.80055513,127.0739404,2020-04-02
양주시청,보건소 주차장 및 잔디밭,경기도,없음,00:00,23:59,Y,Y,"DC차데모, AC3상, DC콤보",2,2,Y,경기도 양주시 부흥로 1533,경기도 양주시 남방동 1-1번지,한국전력,,37.78556923,127.0466536,2020-04-02
백석농협,외부 주차장,경기도,없음,00:00,23:59,Y,Y,"DC차데모, AC3상, DC콤보",1,1,N,경기도 양주시 백석읍 중앙로 197,경기도 양주시 백석읍 오산리 543-9번지,한충전,,37.79367635,126.9889377,2020-04-02
은현면사무소,외부 주차장,경기도,없음,00:00,23:59,Y,N,"DC차데모, AC3상, DC콤보",1,,N,경기도 양주시 은현면 은현로 66,경기도 양주시 은현면 선암리 341-2번지,지엔텔,,37.87491101,127.0247734,2020-04-02
장흥면사무소,외부 주차장,경기도,없음,00:00,23:59,N,Y,"DC차데모, AC3상, DC콤보",,1,N,경기도 양주시 장흥면 권율로 7,경기도 양주시 장흥면 일영리 137-2번지,시그넷브이,,37.71788509,126.941067,2020-04-02
장흥관광지(하천변),외부 주차장,경기도,없음,00:00,23:59,N,Y,"DC차데모, AC3상, DC콤보",,1,N,,경기도 양주시 장흥면 석현리 386-2,한충전,,37.7304061,126.9497254,2020-04-02
고읍(만송동) 공영주차장,외부 주차장,경기도,없음,00:00,23:59,Y,N,"DC차데모, AC3상, DC콤보",1,,N,,경기도 양주시 만송동 689-4,한충전,,37.79916587,127.082951,2020-04-02
고읍(광사동) 공영주차장,외부 주차장,경기도,없음,00:00,23:59,Y,N,"DC차데모, AC3상, DC콤보",1,,N,,경기도 양주시 광사동 688,한충전,,37.7889187,127.0814539,2020-04-02
고읍(3) 공영주차장,외부 주차장,경기도,없음,00:00,23:59,Y,N,"DC차데모, AC3상, DC콤보",1,,N,,경기도 양주시 광사동 679-2,한충전,,37.79130041,127.0804253,2020-04-02
하늘물근린공원 주차장,외부 주차장,경기도,없음,00:00,23:59,Y,N,"DC차데모, AC3상, DC콤보",2,,N,경기도 양주시 고읍남로 205,경기도 양주시 광사동 659번지,지엔텔,,37.79168337,127.0847464,2020-04-02
회천2동주민센터,외부 주차장,경기도,없음,00:00,23:59,Y,N,"DC차데모, AC3상, DC콤보",1,,N,경기도 양주시 평화로1475번길 39,경기도 양주시 덕계동 467-8번지,한충전,,37.82167446,127.0467459,2020-04-02
LF스퀘어 양주점,외부 주차장,경기도,없음,00:00,23:59,Y,Y,"DC차데모, AC3상, DC콤보",1,1,N,경기도 양주시 평화로 1593,경기도 양주시 회정동 453-19번지,한충전,,37.83135155,127.0522939,2020-04-02
여성보육비젼센터 주차장,외부 주차장,경기도,없음,00:00,23:59,Y,N,"DC차데모, AC3상, DC콤보",2,,N,경기도 양주시 고암길 226,경기도 양주시 고암동 580-6번지,지엔텔,,37.83498714,127.0733518,2020-04-02
덕정지구(2) 공영주차장,외부 주차장,경기도,없음,00:00,23:59,Y,N,"DC차데모, AC3상, DC콤보",2,,N,,경기도 양주시 고암동 588-3,지엔텔,,37.83215772,127.0733189,2020-04-02
꿈나무도서관,외부 주차장,경기도,없음,00:00,23:59,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경기도 양주시 백석읍 꿈나무로 199,경기도 양주시 백석읍 오산리 548-4번지,한국환경공단,,37.7923308,126.9872751,2020-04-02
선돌공원,외부 주차장,경기도,없음,00:00,23:59,N,Y,"DC차데모, AC3상, DC콤보",0,2,N,,경기도 양주시 옥정동 627-1,한국환경공단,,37.82147737,127.080875,2020-04-02
에코스포츠센터,축구장 주차장,경기도,없음,00:00,23:59,N,Y,"DC차데모, AC3상, DC콤보",0,2,N,경기도 양주시 은현면 은남로 177,경기도 양주시 은현면 하패리 1077-4번지,한국환경공단,,37.89483848,127.0106187,2020-04-02
옥정중앙공원,외부 주차장,경기도,없음,00:00,23:59,N,Y,"DC차데모, AC3상, DC콤보",0,2,N,,경기도 양주시 옥정동 864-1571,한국환경공단,,37.82189676,127.0985935,2020-04-02
회암사지박물관,외부 주차장,경기도,없음,00:00,23:59,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경기도 양주시 회암사길 11,경기도 양주시 율정동 299-1번지,한국환경공단,,37.84122707,127.1029794,2020-04-02
덕정노외공영주차장,회천1동주민센터 뒷편,경기도,없음,00:00,23:59,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경기도 양주시 덕정길 67,경기도 양주시 덕정동 140-1번지,한국전력,031-849-1344,37.84417261,127.0661365,2020-04-02
가납공영주차장,주차장 입구 쪽,경기도,없음,00:00,23:59,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경기도 양주시 광적면 삼일로 20,경기도 양주시 광적면 가납리 709-38번지,한국전력,031-849-1344,37.82076504,126.9873534,2020-04-02
청운면사무소,경기도 양평군 청운면 용두로164번길 9-5,경기도,연중무휴,00:00,24:00,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경기도 양평군 청운면 용두로164번길 9-5,경기도 양평군 청운면 용두리 625-1번지,환경부(자동차환경협회),1661-9408,37.556477,127.710719,2019-05-30
양평군민회관,경기도 양평군 양평읍 마유산로 1,경기도,연중무휴,00:00,24:00,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경기도 양평군 양평읍 마유산로 1,경기도 양평군 양평읍 양근리 535-11번지,환경부(자동차환경협회),1661-9408,37.497041,127.484778,2019-05-30
양평읍사무소,경기도 양평군 양평읍 양근강변길7,경기도,연중무휴,00:00,24:00,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경기도 양평군 양평읍 양근강변길 7,경기도 양평군 양평읍 양근리 234번지,환경부(자동차환경협회),1661-9408,37.486425,127.493391,2019-05-30
양평휴게소(광주방향),경기도 양평군 양동면 단석리 513-2,경기도,연중무휴,00:00,24:00,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경기도 양평군 양동면 여양3로 384-27,경기도 양평군 양동면 단석리 산166-3번지,환경부(자동차환경협회),1661-9408,37.503791,127.481402,2019-05-30
양평 국립교통재활병원,경기도 양평군 양평읍 중앙로 260,경기도,연중무휴,00:00,24:00,N,Y,"DC차데모, AC3상, DC콤보",2,0,N,경기도 양평군 양평읍 중앙로 260,경기도 양평군 양평읍 도곡리 1030번지,환경부(자동차환경협회),1661-9408,37.489706,127.518901,2019-05-30
한국전력 양평지사,경기도 양평군 강상면 강남로 933,경기도,연중무휴,00:00,24:00,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경기도 양평군 강상면 강남로 933,경기도 양평군 강상면 교평리 396-1번지,환경부(자동차환경협회),1661-9408,37.487367,127.481123,2019-05-30
양평휴게소(원주방향),경기도 양평군 양동면 단석리 506-7,경기도,연중무휴,00:00,24:00,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경기도 양평군 양동면 송석2길 52,경기도 양평군 양동면 단석리 산180-3번지,환경부(자동차환경협회),1661-9408,37.402936,127.724321,2019-05-30
서종면사무소,경기도 양평군 서종면 북한강로 777,경기도,연중무휴,00:00,24:00,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경기도 양평군 서종면 북한강로 777,경기도 양평군 서종면 문호리 766-1번지,환경부(자동차환경협회),1661-9408,37.606642,127.348673,2019-05-30
양평군청,경기도 양평군 양평읍 군청앞길 2,경기도,연중무휴,00:00,24:00,N,Y,"DC차데모, AC3상, DC콤보",2,2,N,경기도 양평군 양평읍 군청앞길 2,경기도 양평군 양평읍 양근리 448-8번지,경기도(시그넷이브이),031-994-6115,37.491761,127.487484,2019-05-30
양평 대명리조트,경기도 양평군 개군면 신내길7번길 55,경기도,연중무휴,00:00,24:00,N,Y,"DC차데모, AC3상, DC콤보",2,0,N,경기도 양평군 개군면 신내길7번길 55,경기도 양평군 개군면 공세리 389-7번지,환경부(자동차환경협회),1661-9408,37.469331,127.532561,2019-05-30
오학동,외부 주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 여양로 313,경기도 여주시 오학동 254-1번지,피엔이시스템즈(PNE),1661-6501,37.3098261,127.6445098,2019-03-29
중앙동,외부 주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 여흥로11번길 26,경기도 여주시 하동 134-11번지,피엔이시스템즈(PNE),1661-6501,37.2986948,127.6289509,2019-03-29
여흥동,외부 주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 여흥로 148,경기도 여주시 상동 285-2번지,피엔이시스템즈(PNE),1661-6501,37.2949610,127.639628,2019-03-29
가남읍,외부 주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 가남읍 태평중앙1길 20,경기도 여주시 가남읍 태평리 138-8번지,피엔이시스템즈(PNE),1661-6501,37.2016581,127.5448788,2019-03-29
한글시장 주차장,한글시장주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 여흥로109번길 17,경기도 여주시 창동 46번지,피엔이시스템즈(PNE),1661-6501,37.2972749,127.6360414,2019-03-29
창동 공영주차장,창동공영주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 세종로40번길 25,경기도 여주시 창동 138-7번지,피엔이시스템즈(PNE),1661-6501,37.2952936,127.6334566,2019-03-29
청소년문화센터,외부 주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 신륵사길 6-8,경기도 여주시 천송동 545-1번지,지엔텔,1544-4297,37.2999584,127.6534898,2019-03-29
보건소,외부 주차장,경기도,없음,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 여주시 여흥로160번길 14,경기도 여주시 상동 357번지,한국자동차환경협회,1661-9408,37.2946119,127.6403966,2019-03-29
여주시청,외부 주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,1,0,N,경기도 여주시 세종로 1,경기도 여주시 홍문동 4번지,피엔이시스템즈(PNE),1661-6501,37.2982139,127.6366234,2019-03-29
여주시청,외부 주차장,경기도,없음,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 여주시 세종로 1,경기도 여주시 홍문동 4번지,한국전력공사,031-880-2237,37.2982139,127.6366234,2019-03-29
여주시청,외부 주차장,경기도,없음,00:00,24:00,Y,N,AC3상+DC차데모+DC콤보,2,0,N,경기도 여주시 세종로 1,경기도 여주시 홍문동 4번지,지엔텔,1544-4297,37.2982139,127.6366234,2019-03-29
전곡읍사무소 급속완속충전소,전곡읍사무소 내부 주차장,경기도,연중무휴,00:00,24:00,Y,Y,AC3상+DC,1,2,N,경기도 연천군 전곡읍 은전로 45,경기도 연천군 전곡읍 은대리 573,한국전력공사,031-960-6800,38.027621,127.063175,2018-09-10
연천군보건의료원 완속충전소,보건의료원 내부 주차장,경기도,연중무휴,00:00,24:00,Y,N,-,1,0,N,경기도 연천군 전곡읍 은대성로 95,경기도 연천군 전곡읍 은대리 577-36,한국전력공사,031-960-6800,38.023945,127.061324,2018-09-10
연천군청 급속충전소,연천군청 내부 주차장,경기도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모,0,1,N,경기도 연천군 연천읍 연천로 220,경기도 연천군 연천읍 차탄리 290-1 연천군청,한국환경공단,032-590-5108,38.0964494,127.0726556,2018-09-10
오산 중앙동행정복지센터,오산 중앙동행정복지센터,경기도,공휴일,09:00,18:00,Y,N,,1,,N,경기도 오산시 경기대로 307,경기도 오산시 오산동 850-1번지,,,37.1520029,127.0729885,2019-08-22
롯데마트 오산점,경기도 오산시 경기대로 271-0 (오산동),경기도,공휴일,10:00,22:00,N,Y,DC차데모+AC3상+DC콤보,,1,Y,경기도 오산시 경기대로 271,경기도 오산시 오산동 868번지,,,37.1494108,127.0730348,2019-08-22
신장동행정복지센터,신장동행정복지센터,경기도,공휴일,09:00,18:00,Y,N,,1,,N,경기도 오산시 문헌공로 45,경기도 오산시 금암동 495-2번지,,,37.1766424,127.0545688,2019-08-22
대원동행정복지센터,대원동행정복지센터,경기도,공휴일,09:00,18:00,Y,N,,1,,N,경기도 오산시 오산로132번길 28,경기도 오산시 원동 404-8번지,,,37.1386194208,127.0717604,2019-08-22
남촌동주민센터,남촌동주민센터,경기도,공휴일,09:00,18:00,Y,N,,1,,N,경기도 오산시 청학로 55-5,경기도 오산시 청학동 16-6번지,,,37.1545594,127.0634552152,2019-08-22
한전오산지사,주차장,경기도,공휴일,06:00,23:00,N,Y,DC차데모+AC3상+DC콤보,,1,Y,경기도 오산시 남부대로 334,경기도 오산시 원동 806번지,,,37.1354665,127.0724981,2019-08-22
오산휴게소(동탄방향),수도권제2순화고속도로(동탄방향 오산휴게소),경기도,공휴일,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,Y,경기도 오산시 수도권제2순환고속도로 14,경기도 오산시 금암동 산42-1번지,,,37.1758126007,127.03829007,2019-08-22
오산휴게소(과천방향),수도권제2순화고속도로(과천방향 오산휴게소),경기도,공휴일,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,Y,경기도 오산시 수도권제2순환고속도로 13,경기도 오산시 지곶동 산58-1번지,,,37.1790101615,127.036332281,2019-08-22
오산시 이마트(오산점),본관4층 A3구역,경기도,공휴일,10:00,23:00,Y,N,,1,,Y,경기도 오산시 경기대로 181,경기도 오산시 원동 360-6번지,,,37.1406271,127.0727154,2019-08-22
오산시 환경사업소,주차장,경기도,공휴일,09:00,18:00,Y,N,,1,,N,경기도 오산시 오산천로 72,경기도 오산시 오산동 750번지,,,37.1406555,127.0645264,2019-08-22
홈플러스 오산점,주차장 5층,경기도,공휴일,10:00,23:00,N,Y,DC차데모+AC3상+DC콤보,,1,Y,경기도 오산시 청학로 238,경기도 오산시 수청동 610번지,,,37.1700575405,127.0617972229,2019-08-22
오산시 동탄푸드타운,실외주차장,경기도,공휴일,00:00,24:00,Y,N,,2,,Y,경기도 오산시 외삼미로152번길 57-29,경기도 오산시 외삼미동 119-12번지,,,37.1958907,127.0659461,2019-08-22
송전휴게소,휴게소 주차장(남북대로 2616),경기도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 용인시 처인구 이동읍 남북대로 2616,경기도 용인시 처인구 이동읍 송전리 169-5번지,한국자동차환경협회,1661-9408,37.1406036,127.2056286,2019-04-10
이마트 보라점,지하주차장 5층 503구역,경기도,"매월2,4",10:00,23:59,N,Y,DC차데모+AC3상,0,1,N,경기도 용인시 기흥구 한보라1로 92,경기도 용인시 기흥구 보라동 623-1번지,한국자동차환경협회,1661-9408,37.247516,127.105058,2019-04-10
포일 공영주차장,"의왕시 정우2길 6, 포일성당 아랫쪽",경기도,연중무휴,00:00,24:00,Y,N,AC완속,1,0,Y,경기도 의왕시 정우2길 6,경기도 의왕시 내손동 525번지,지엔텔,1544-4279,37.38283347,126.9822868,2020-03-13
국민체육센터 공영주차장,"의왕시 복지로 27, 체육센터 출입구 좌측 주차장 안쪽",경기도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 의왕시 복지로 27,경기도 의왕시 내손동 626번지,한국전기차충전서비스,1522-1782,37.38147139,126.9747223,2020-03-13
의왕역 공영주차장,"의왕시 한백이길 7,파출소 뒤",경기도,연중무휴,00:00,24:00,Y,Y,AC3상+DC차데모+DC콤보,1,1,Y,경기도 의왕시 한백이길 7,경기도 의왕시 삼동 460-83번지,,,37.32220276,126.9492356,2020-03-13
시청 별관,"의왕시 사그내길 11, 입구 좌측",경기도,연중무휴,00:00,24:00,N,Y,DC차데모+DC콤보,0,1,N,경기도 의왕시 사그내길 11,경기도 의왕시 고천동 272-2번지,한국전기차충전서비스,1522-1782,37.34772865,126.9757506,2020-03-13
갈미한글공원,"의왕시 문화예술로 65, 보리밥집 앞",경기도,연중무휴,00:00,24:00,N,Y,DC차데모+DC콤보,0,2,N,경기도 의왕시 문화예술로 65,경기도 의왕시 내손동 228-1번지,한국전기차충전서비스,1522-1782,37.37819364,126.9845575,2020-03-13
의왕휴게소(서울방향),"의왕시 오전로 24, 하이패스 안내소 뒷편",경기도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 의왕시 오전로 24,경기도 의왕시 왕곡동 260번지,환경부(한국자동차환경협회),1661-9408,37.34747798,126.9840571,2020-03-13
롯데마트,"의왕시 계원대학로 7-0(내손동), 롯데마트 3층 주차장 카센터 옆",경기도,"매월 둘째, 넷째 수요일 휴무",10:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 의왕시 계원대학로 7,경기도 의왕시 내손동 743번지,환경부(한국자동차환경협회),1661-9408,37.38016465,126.9736163,2020-03-13
의왕경찰서,"의왕시 오봉로 10, 주차장 출입구 왼쪽(민원실 반대편)",경기도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 의왕시 오봉로 10,경기도 의왕시 고천동 231-1번지,에스트래픽,080-805-0010,37.34495312,126.9740588,2020-03-13
의왕시청 공영주차장,"의왕시 시청로 11, 시청 정문 우측 대주차장",경기도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,2,N,경기도 의왕시 시청로 11,경기도 의왕시 고천동 171번지,한국전기차충전서비스,1522-1782,37.34472651,126.968924,2020-03-13
내손체육공원 주차빌딩,"의왕시 내손순환로 139, 2층 주차장 오른쪽 끝",경기도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,경기도 의왕시 내손순환로 139,경기도 의왕시 내손동 666번지,지엔텔,1544-4279,37.38669902,126.9835279,2020-03-13
내손1동 주민센터,"의왕시 갈미로 71, 지하주차장 출입구 왼쪽 기둥 옆",경기도,"평일(주말, 공휴일 휴무)",09:00,21:00,Y,N,AC완속,1,0,N,경기도 의왕시 갈미로 71,경기도 의왕시 내손동 787번지,포스코ICT,1600-4047,37.37819191,126.9756154,2020-03-13
내손2동 주민센터,"의왕시 복지로 109, 지하주차장 출입구 2회 좌회전 안쪽",경기도,연중무휴,00:00,24:00,Y,N,AC완속,1,0,Y,경기도 의왕시 복지로 109,경기도 의왕시 내손동 849-2번지,케이티,1522-4700,37.38763585,126.9821952,2020-03-13
의왕휴게소(의왕방향),"의왕시 오전로 24, 의왕휴게소 건물 오른쪽",경기도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 의왕시 오전로 24,경기도 의왕시 왕곡동 260번지,환경부(한국자동차환경협회),1661-9408,37.34747798,126.9840571,2020-03-13
자연학습공원 공영주차장,"의왕시 왕송못동로 307, 자연학습공원 공영주차장 입구 오른쪽",경기도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,경기도 의왕시 왕송못동로 307,경기도 의왕시 월암동 543-3번지,지엔텔,1544-4279,37.30712099,126.952258,2020-03-13
청계동 주민센터,의왕시 안양판교로 232 출입구 들어가서 정면,경기도,"평일(주말, 공휴일 휴무)",00:00,24:00,Y,N,AC완속,1,0,N,경기도 의왕시 안양판교로 232,경기도 의왕시 포일동 602-15번지,케이티,1522-4700,37.38858352,126.9960841,2020-03-13
부곡체육공원,"의왕시 부곡공원길 6, 출입구쪽 첫번째 주차공간 안쪽",경기도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 의왕시 부곡공원길 6,경기도 의왕시 월암동 421번지,한국전기차충전서비스,1522-1782,37.31411581,126.9595408,2020-03-13
장암주유소,주차장,경기도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 의정부시 동일로 30,경기도 의정부시 장암동 380-30번지,한국자동차환경협회,1661-9408,37.692292,127.055506,2019-04-01
의정부체육관 주차장,1층 주차장 벨로드롬경기장 앞,경기도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모+DC콤보,1,1,N,경기도 의정부시 체육로 90,경기도 의정부시 녹양동 174-1번지,지엔텔,1544-4279,37.7579125,127.0315800,2019-04-01
경기도청 북부청사,외부 주차장,경기도,연중무휴,00:00,23:59,Y,N,AC3상,1,0,N,경기도 의정부시 청사로 1,경기도 의정부시 신곡동 800번지,경기도청 북부청사,031-8030-2284,37.7467948,127.0700528,2019-04-01
홈플러스 의정부점,지상5층 주차장,경기도,"매월 2,4주 일요일",10:00,23:40,N,Y,AC3상+DC차데모,0,1,N,경기도 의정부시 청사로 38,경기도 의정부시 금오동 475-1번지 홈플러스의정부점,한국자동차환경협회,1661-9408,37.737847,127.0351108,2019-04-01
이마트 의정부점,본관6층 F구역,경기도,"매월 2,4주 일요일",10:00,23:00,Y,N,AC상,1,0,N,경기도 의정부시 민락로 210,경기도 의정부시 민락동 849번지,포스코ICT,1600-4047,37.7430345,127.1023135,2019-04-01
경기북부직할(한국전력),1층 주차장,경기도,연중무휴,06:00,23:00,N,Y,AC3상+DC차데모+DC콤보,0,2,N,경기도 의정부시 용민로19번길 80,경기도 의정부시 용현동 267-8번지,한국전력,1899-2100,37.7377851,127.080896,2019-04-01
백석천 지하2주차장,지하2층,경기도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,경기도 의정부시 시민로19번길 13,경기도 의정부시 의정부동 488번지,환경공단,1661-9408,37.738521,127.035707,2019-04-01
의정부시청,신관,경기도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모+DC콤보,1,1,Y,경기도 의정부시 시민로 1,경기도 의정부시 의정부동 326-2번지,한국전기차충전서비스,1522-1782,37.738401,127.033324,2019-04-01
코스트코 의정부점,주차장,경기도,"매월 2,4주 일요일",10:00,22:00,Y,Y,AC3상+DC차데모+DC콤보,1,1,N,경기도 의정부시 용민로489번길 9,경기도 의정부시 민락동 903번지,한국전기차충전서비스,1522-1782,37.751669,127.118754,2019-04-01
